N	P	E	T	Q
0	0.0	0	-2.3099999999999996	60.0
1	0.0	0.2862487732060666	-5.345	58.0
2	0.0	0.22231717956906322	-8.775	56.0
3	0.0	0.14963761609581788	-14.085	54.0
4	0.0	0.22138970062575322	-8.98	54.0
5	12.09	0.2312019554032735	-8.399999999999999	54.0
6	9.04	0.21686677131914656	-9.254999999999999	52.0
7	0.0	0.09421751811955183	-19.82	52.0
8	0.0	0.06570957232234366	-24.21	52.0
9	0.0	0.1362064090014813	-15.415	52.0
10	4.07	0.2511365338528894	-7.4350000000000005	54.0
11	0.0	0.12994801455923063	-16.005	60.0
12	2.0	0.2300690164385586	-8.76	62.0
13	0.0	0.2740907884648529	-6.395	65.0
14	3.68	0.3394933845640456	-3.435	76.0
15	16.99	0.43599768474977635	-0.030000000000000027	92.0
16	9.84	0.42127217706748143	-0.5249999999999999	100.0
17	0.0	0.37014813617916364	-2.3699999999999997	98.0
18	0.0	0.2934513826781675	-5.755000000000001	94.0
19	0.0	0.19861150260630314	-10.99	86.0
20	0.0	0.215594143053036	-9.91	80.0
21	2.56	0.2515161494147065	-7.995	74.0
22	0.51	0.13080411031213543	-16.46	68.0
23	1.0	0.10558696603231615	-19.095	64.0
24	0.0	0.13501966459839845	-16.195	58.0
25	0.0	0.1504528306706267	-14.834999999999999	54.0
26	0.0	0.1231087319440865	-17.47	50.0
27	0.0	0.13116456910970722	-16.685	43.0
28	0.0	0.13104740747081203	-16.715	41.0
29	0.0	0.10705346518987864	-19.305	38.0
30	0.0	0.12940461699677464	-16.98	39.0
31	0.0	0.11639181772637532	-18.41	41.0
32	0.0	0.1271312241945247	-17.325	44.0
33	0.0	0.13746757870071735	-16.48	43.0
34	0.0	0.13924373600020412	-16.32	41.0
35	0.0	0.16918356581874902	-13.99	40.0
36	0.0	0.19439754885247512	-12.205000000000002	39.0
37	0.0	0.1802045097559413	-13.275	39.0
38	0.0	0.19526403769887068	-12.275	38.0
39	0.0	0.1955465931455794	-12.275	39.0
40	0.0	0.21638457150007592	-11.065	40.0
41	1.0	0.231788966589594	-10.18	39.0
42	0.0	0.20803031803186806	-11.704999999999998	38.0
43	1.01	0.24268687527417868	-9.7	38.0
44	0.0	0.1741663816004605	-14.114999999999998	38.0
45	0.0	0.22373395378438568	-10.969999999999999	39.0
46	0.0	0.17923794481536498	-13.870000000000001	42.0
47	0.0	0.1702958646803704	-14.639999999999999	44.0
48	0.0	0.2340533480523469	-10.535	45.0
49	0.0	0.4042590645883321	-3.235	47.0
50	2.0	0.4941754561209674	-0.3799999999999999	50.0
51	0.0	0.4813515032764375	-0.8899999999999999	52.0
52	1.1	0.42894700668368396	-2.5300000000000002	50.0
53	1.05	0.45336584370623423	-1.875	48.0
54	1.14	0.343400659903831	-5.755	45.0
55	0.0	0.21069444573941937	-12.385	44.0
56	0.0	0.1313559455439153	-18.33	42.0
57	0.0	0.217658470904907	-12.08	41.0
58	0.0	0.19634992804502485	-13.425	40.0
59	0.0	0.13090893523990718	-18.59	36.0
60	0.0	0.13034683200745917	-18.75	34.0
61	0.0	0.1752306305372793	-15.079999999999998	34.0
62	0.0	0.2993025215816617	-8.225	36.0
63	0.0	0.3050330434032097	-7.97	40.0
64	1.61	0.24332321780148206	-11.085	39.0
65	0.03	0.18129465016115473	-14.87	38.0
66	0.0	0.24141810762561008	-11.3	42.0
67	0.0	0.2720749228980098	-9.84	42.0
68	0.0	0.31450483692000053	-7.904999999999999	38.0
69	0.78	0.3474520013764388	-6.67	35.0
70	0.0	0.19996176656396272	-13.950000000000001	32.0
71	0.0	0.17239019013566168	-15.93	39.0
72	0.0	0.32054874604263267	-7.875	50.0
73	0.0	0.40761715263755716	-4.705	52.0
74	0.0	0.32856146543707765	-7.765	50.0
75	0.65	0.5674141541258568	-0.14500000000000002	50.0
76	0.13	0.5756442462951042	-0.054999999999999716	50.0
77	0.0	0.4586053493844313	-3.29	49.0
78	0.0	0.6587777538267402	1.79	55.0
79	0.0	0.7650765250634213	4.005	66.0
80	0.0	0.5296871988919732	-1.4800000000000002	67.0
81	0.0	0.40953514924989026	-5.2	62.0
82	5.39	0.5097028121040134	-2.14	61.0
83	0.0	0.4929248400974847	-2.725	58.0
84	0.0	0.5254611710116173	-1.8200000000000003	58.0
85	0.0	0.5456418051389376	-1.3949999999999996	64.0
86	2.31	0.6391831203203219	0.885	71.0
87	0.0	0.6795221415036243	1.6649999999999998	68.0
88	0.0	0.63023515127593	0.45500000000000007	76.0
89	0.0	0.6183802121807236	0.18000000000000016	85.0
90	0.0	0.7313684586341689	2.52	100.0
91	0.0	0.6902933557163157	1.67	110.0
92	0.0	0.753844269002801	2.8550000000000004	120.0
93	3.93	0.7739361674707169	3.2450000000000006	126.0
94	2.76	0.7345225237471625	2.36	122.0
95	0.0	0.8934429524121202	5.17	141.0
96	7.52	0.948730159624273	6.08	167.0
97	6.73	0.9346571033030207	5.74	237.0
98	14.62	0.8923883968916053	5.04	352.0
99	14.84	0.6949233684577748	1.2199999999999998	484.0
100	2.0	0.6400208686356748	0.025000000000000133	503.0
101	0.65	0.7135762011402254	1.5	492.0
102	2.0	0.7328713676387285	1.7999999999999998	467.0
103	0.54	0.5288204747415168	-2.905	429.0
104	0.0	0.5898384481511895	-1.4599999999999997	371.0
105	0.0	0.6796979507857766	0.5800000000000003	318.0
106	0.0	0.6169565206993068	-0.9199999999999999	269.0
107	0.0	1.0469272589004457	6.914999999999999	234.0
108	0.0	1.2359936764131092	9.375	225.0
109	0.0	1.5447789114708308	12.915	239.0
110	0.0	1.325737988766964	10.365	290.0
111	0.0	1.7877259757753967	15.174999999999999	278.0
112	0.0	2.057360112190367	17.385	294.0
113	0.0	1.7953855501178893	15.13	292.0
114	0.0	0.6609632681950978	-0.33499999999999996	283.0
115	0.0	0.8556166302972719	3.415	268.0
116	0.0	1.0836100486440745	6.905	250.0
117	0.0	1.165813343449979	7.9399999999999995	228.0
118	0.0	1.2205079341194254	8.635	209.0
119	1.1	1.3550418448194783	10.18	193.0
120	1.4	1.5896363351865919	12.705	188.0
121	0.0	1.573184759045659	12.445	183.0
122	0.0	1.7403331644544195	14.059999999999999	177.0
123	0.0	1.853076378222354	15.055	167.0
124	0.0	2.0493079751890475	16.635	158.0
125	0.0	2.237130649155724	18.1	151.0
126	0.0	1.2845135550780267	9.01	137.0
127	0.97	0.9101300374286964	3.755	128.0
128	0.04	0.9192734766925257	3.805	123.0
129	0.0	0.9882685730053202	4.89	117.0
130	2.57	1.224020736992036	8.055	111.0
131	8.65	1.292072489192095	8.895	122.0
132	0.0	1.1974720472626097	7.630000000000001	126.0
133	1.86	1.3532338893622362	9.515	122.0
134	0.0	1.1040708996572104	6.37	116.0
135	0.0	1.1396484587218596	6.755	108.0
136	0.0	1.343489885440531	9.299999999999999	102.0
137	0.0	1.6410327856926759	12.365	96.0
138	0.74	1.929501857263704	14.989999999999998	93.0
139	0.0	1.903746293316148	14.77	90.0
140	0.0	2.1591876363113207	16.74	85.0
141	0.0	2.2263239709045783	17.25	83.0
142	0.0	2.430031244913106	18.72	77.0
143	0.0	2.5041218954368536	19.12	70.0
144	0.0	2.44778067856309	18.735	63.0
145	0.0	2.5078188191751583	19.145	58.0
146	0.0	1.8630700349786564	14.105	53.0
147	14.67	2.087567986639529	15.969999999999999	55.0
148	7.64	2.254190341045953	17.245	68.0
149	3.44	2.4100946700167514	18.26	73.0
150	10.6	2.543512951603859	19.169999999999998	82.0
151	15.43	2.232684320179501	16.98	124.0
152	4.06	1.70342868306622	12.555	138.0
153	3.43	1.8333878820429674	13.64	142.0
154	0.0	1.8509963858437344	13.795	137.0
155	0.0	1.8221047679653113	13.54	120.0
156	10.81	1.9627554547928558	14.75	109.0
157	10.9	2.24403125369354	16.96	144.0
158	12.3	2.3575391407537065	17.68	177.0
159	0.61	1.3545849737974784	8.735000000000001	189.0
160	2.23	1.5935586180227637	11.290000000000001	191.0
161	0.0	1.1698225017240664	6.475	175.0
162	0.0	1.5990812975180428	11.344999999999999	151.0
163	0.0	2.0800151028300995	15.600000000000001	130.0
164	0.31	2.7233855242824108	20.12	111.0
165	8.83	2.3615134537076754	17.68	97.0
166	0.0	1.533260404456266	10.595	102.0
167	0.0	1.3890552991820986	9.03	110.0
168	0.0	1.9583102178049292	14.510000000000002	109.0
169	7.94	2.2067300114558215	16.475	97.0
170	14.06	1.6150946989260992	11.405	110.0
171	0.0	1.8104129612237554	13.235000000000001	131.0
172	0.0	2.187510552240795	16.33	126.0
173	0.0	2.4922860319311733	18.509999999999998	117.0
174	0.0	2.7920541950434687	20.44	104.0
175	0.0	2.860426045468544	20.855	85.0
176	0.0	3.2371487223946955	23.015	72.0
177	26.73	3.1529227534261888	22.555	123.0
178	11.2	2.262806672099073	16.995	208.0
179	9.98	2.197740457113769	16.509999999999998	227.0
180	4.34	2.2560226940371817	16.945	200.0
181	0.0	1.8873865355902142	14.010000000000002	169.0
182	1.25	2.4008101291559503	17.985	146.0
183	0.0	1.8856455553013847	13.995	121.0
184	0.0	2.22504244746776	16.715	95.0
185	0.0	2.6111118917000975	19.48	76.0
186	2.74	2.4216530141394204	18.235	66.0
187	0.0	1.7594790430444909	12.975	59.0
188	0.0	2.8242901516377357	20.85	54.0
189	0.0	2.7144023887783	20.169999999999998	62.0
190	0.0	2.8775412090595704	21.25	54.0
191	0.0	3.109825783600024	22.625	43.0
192	6.73	3.193766550962672	23.09	42.0
193	7.7	2.6118129331411426	19.62	56.0
194	0.0	2.646816806423637	19.925	81.0
195	5.61	3.0339691032310223	22.305	97.0
196	0.0	3.3691955045210413	24.14	91.0
197	7.02	3.070590718151104	22.53	81.0
198	1.35	2.6056073956370955	19.795	74.0
199	8.93	2.585031047834779	19.66	70.0
200	14.57	2.6627281114899173	20.165	88.0
201	26.86	2.61419097551584	19.96	166.0
202	4.93	2.555013727904937	19.57	224.0
203	0.0	2.352576090411941	18.189999999999998	235.0
204	0.0	2.034332335389409	15.86	220.0
205	0.0	2.2900868915661894	17.83	197.0
206	8.24	2.679071418679446	20.6	174.0
207	0.0	1.8513618860139334	14.42	146.0
208	0.0	1.9464942604030846	15.24	120.0
209	6.4	2.2018911320554917	17.39	101.0
210	9.25	2.1828552036710818	17.245	104.0
211	0.45	2.144021258557633	17.055	89.0
