N	P	E	T	Q
0	0.0	0	-5.655	395.0
1	0.0	1.2447086192259667	-4.54	350.0
2	0.0	1.0845934554713044	-6.465	310.0
3	0.0	0.8184302404706784	-10.274999999999999	275.0
4	0.0	0.7718423471724336	-11.045	250.0
5	0.0	0.7612947247896965	-11.225	230.0
6	0.0	1.001418246010012	-7.645000000000001	230.0
7	2.05	1.5605401593299695	-1.545	270.0
8	0.0	1.2444157004859069	-4.76	240.0
9	0.0	0.933370150360822	-8.675	220.0
10	0.0	1.1862841026772708	-5.425000000000001	220.0
11	23.03	2.1828380813002655	3.195	520.0
12	0.0	1.2088551352868575	-5.3100000000000005	570.0
13	0.0	1.39334562796802	-3.335	470.0
14	0.0	2.148633482293098	2.84	410.0
15	0.0	1.5811377400815427	-1.69	370.0
16	0.0	1.251414587487547	-4.9799999999999995	340.0
17	2.78	1.5633504420589739	-1.865	320.0
18	0.0	1.966927972364203	1.3050000000000002	295.0
19	0.0	1.7480734127864554	-0.41500000000000004	275.0
20	0.0	1.100156219398825	-6.8950000000000005	245.0
21	0.0	0.8677368475568267	-10.2	220.0
22	8.1	1.2614945027518045	-5.159999999999999	200.0
23	0.05	0.9604817767489849	-8.92	185.0
24	0.0	0.6422651889622383	-14.24	175.0
25	0.0	0.850796052252889	-10.605	165.0
26	0.0	1.0603098684421262	-7.765	160.0
27	0.0	1.2185587149347052	-5.92	155.0
28	0.0	1.0836387081264802	-7.55	150.0
29	0.0	0.7970692096548024	-11.725000000000001	145.0
30	0.0	0.6857499709784793	-13.665	140.0
31	0.0	0.7450441883926605	-12.7	140.0
32	0.0	0.854352889782337	-10.95	135.0
33	0.0	0.8194309886986199	-11.57	130.0
34	0.0	0.9888540234608215	-9.149999999999999	130.0
35	0.0	1.0259331717595614	-8.69	130.0
36	0.0	1.1185020081271355	-7.63	125.0
37	0.0	1.1631715809055754	-7.1000000000000005	125.0
38	0.0	1.1972765409451258	-6.84	125.0
39	0.0	1.1539567649383466	-7.34	120.0
40	0.0	1.0891113365271043	-8.25	120.0
41	0.0	1.0309093582265842	-8.985	120.0
42	0.0	1.1492686491678703	-7.654999999999999	120.0
43	0.0	1.294214354156358	-6.04	120.0
44	0.0	1.3132329473740476	-5.97	120.0
45	0.0	1.3559974634844392	-5.53	120.0
46	0.0	1.2822434207149929	-6.425	120.0
47	19.41	1.1479387024337995	-7.925	120.0
48	0.0	1.0187264512181056	-9.645000000000001	120.0
49	0.0	1.3755683830759835	-5.59	120.0
50	0.0	1.9492439492096496	-0.8249999999999997	120.0
51	0.0	2.0478808367908456	-0.11500000000000021	115.0
52	0.0	1.2866595897017739	-6.755	115.0
53	9.52	1.2833540638651872	-6.79	115.0
54	0.0	1.5886479836138314	-3.975	115.0
55	2.98	1.7183528118815177	-2.875	115.0
56	0.0	1.375965785282235	-6.085	115.0
57	0.0	0.7840294572416782	-13.530000000000001	115.0
58	0.6	0.9259933223875364	-11.495	115.0
59	2.95	0.9978128041353327	-10.52	115.0
60	0.0	0.7930547866411716	-13.61	115.0
61	0.0	0.8143656368071422	-13.345	115.0
62	0.0	0.9330282481668657	-11.625	115.0
63	0.0	1.2533013217920241	-7.83	115.0
64	0.29	1.630683829674137	-4.2250000000000005	115.0
65	2.55	2.1769443244059374	-0.2549999999999999	120.0
66	0.59	1.8455990724109745	-2.6100000000000003	120.0
67	6.99	2.0657200255593944	-1.13	120.0
68	13.43	2.156246779078447	-0.515	120.0
69	0.0	1.7721075166220308	-3.42	120.0
70	13.85	2.1790615849748063	-0.4849999999999999	130.0
71	6.62	1.4560415674186387	-6.255	170.0
72	0.0	1.0969398182273293	-10.17	165.0
73	21.85	1.60795187507772	-5.005	200.0
74	24.45	2.0377106978178006	-1.8000000000000003	300.0
75	0.0	1.4819338040851107	-6.24	190.0
76	0.0	1.7921957583148533	-3.7250000000000005	185.0
77	41.52	2.742097062700532	2.38	1290.0
78	10.59	2.4066858182131545	0.355	2150.0
79	0.0	2.0835322846267768	-1.715	2000.0
80	0.0	2.351744835698401	-0.0950000000000002	1860.0
81	0.0	2.807072582093272	2.37	1650.0
82	0.0	3.150736187825724	4.085	1480.0
83	0.0	3.1746785105483175	4.08	1440.0
84	0.0	2.9307100958216705	2.89	1310.0
85	3.41	2.806482083775636	2.135	1160.0
86	3.0	2.5423535345727433	0.6900000000000001	1060.0
87	0.0	2.6855397867437736	1.375	908.0
88	0.0	3.420458547731591	4.965	865.0
89	2.98	3.5360128847064	5.35	933.0
90	0.0	2.8421350595534647	1.9800000000000002	950.0
91	0.0	2.914506900805693	2.35	874.0
92	0.0	3.2864541467720754	4.0200000000000005	782.0
93	0.0	3.4826239215664248	4.89	730.0
94	9.62	3.6464232005364505	5.47	768.0
95	19.15	3.2291972349976583	3.645	1300.0
96	0.0	3.0995624248496503	2.9250000000000003	1220.0
97	0.0	2.6919026149759797	0.855	962.0
98	0.0	3.2987095666997597	3.7399999999999998	773.0
99	0.0	3.6568392740786932	5.25	683.0
100	5.76	3.6228466082515673	5.035	663.0
101	25.32	3.941565031560289	6.205	1760.0
102	4.12	4.128590734199603	6.91	2210.0
103	4.12	4.80835927740882	9.155	1940.0
104	0.0	4.461016514960813	7.99	1490.0
105	4.93	4.5312629568614184	8.12	1220.0
106	4.59	4.259087560607524	7.165	1300.0
107	0.6	3.3447948354930963	3.4050000000000002	1360.0
108	0.0	3.1529829097704756	2.5300000000000002	1120.0
109	0.0	3.6660829577140386	4.67	922.0
110	0.0	3.997937296612963	5.98	785.0
111	4.12	4.7013178170267	8.36	720.0
112	3.96	3.496597453105869	3.855	697.0
113	14.53	3.5235806500398152	3.865	1110.0
114	2.09	4.239589575335624	6.66	1210.0
115	0.01	5.0983184188758734	9.405000000000001	1100.0
116	2.74	5.302169704653255	10.02	954.0
117	2.57	4.873860265980969	8.594999999999999	860.0
118	0.0	3.885707542022636	5.125	778.0
119	0.0	4.2262643718634685	6.295	692.0
120	29.59	4.970980274106356	8.795	928.0
121	1.05	5.361217410689597	9.870000000000001	1060.0
122	0.0	5.143308287554871	9.22	992.0
123	0.0	4.364918935424482	6.58	858.0
124	0.0	4.917365662335769	8.415	726.0
125	0.0	4.455349345744645	6.815	634.0
126	0.0	5.099255693813721	8.875	564.0
127	3.17	5.201510507821507	9.14	521.0
128	15.63	4.172660496807653	5.69	593.0
129	7.51	4.6236360761712145	7.25	707.0
130	0.14	4.92881383827712	8.14	704.0
131	0.0	5.146179491816005	8.809999999999999	635.0
132	0.45	6.694341772603356	12.895	567.0
133	0.0	7.191965336897684	14.03	510.0
134	1.24	6.805556056702717	13.1	474.0
135	0.0	5.756496484600641	10.36	443.0
136	0.0	6.597466998195421	12.53	415.0
137	0.0	6.742827631433264	12.82	385.0
138	0.0	6.234134141247313	11.52	356.0
139	5.76	6.479672477387368	12.129999999999999	369.0
140	0.0	7.154065549484392	13.63	378.0
141	0.0	6.028698375978724	10.885	353.0
142	0.0	8.061155970777243	15.57	333.0
143	0.0	8.054271540945033	15.46	304.0
144	0.0	6.868439442579651	12.865	282.0
145	0.0	6.9226643987554315	12.985	264.0
146	0.0	5.638142648085281	9.67	247.0
147	0.0	5.273816424596512	8.585	234.0
148	0.0	5.769816401789904	9.99	225.0
149	0.0	6.086737488619982	10.8	218.0
150	0.0	7.236481527621348	13.505	208.0
151	0.05	7.468959784192123	14.015	199.0
152	0.8	7.65941383640723	14.424999999999999	203.0
153	1.07	8.522386669962378	16.155	205.0
154	3.74	6.522878800929097	11.775	202.0
155	8.69	5.701751762937012	9.605	224.0
156	3.47	6.697692061369762	12.155	239.0
157	1.04	7.270117570409111	13.475	224.0
158	0.0	7.862051104150068	14.725	210.0
159	8.26	7.5898980644503595	14.13	200.0
