N	P	E	T	Q
0	0.0	0	6.5600000000000005	720.0
1	0.0	3.0510486624118314	7.33	682.0
2	0.0	3.615943475802707	9.97	647.0
3	2.18	3.573607464268729	9.785	673.0
4	0.0	2.3355724549761114	3.29	688.0
5	0.0	2.6488182339883237	5.175	636.0
6	3.38	4.543710428314953	13.615	609.0
7	0.0	4.9483142573436725	15.004999999999999	623.0
8	12.58	4.54784236954319	13.61	656.0
9	0.0	4.78328176719469	14.330000000000002	775.0
10	43.88	5.756096190622166	17.35	1210.0
11	0.0	4.5432886091425235	13.46	2180.0
12	0.0	4.1322133931761265	11.934999999999999	2730.0
13	0.18	4.945369449553504	14.84	2100.0
14	0.0	4.609686102283611	13.695	1590.0
15	6.78	5.060647255807537	15.16	1230.0
16	14.65	5.311672333152744	15.86	1430.0
17	13.41	5.152834961142127	15.36	1940.0
18	0.0	4.896736484919388	14.525	2730.0
19	0.0	5.1200066852734585	15.254999999999999	2470.0
20	0.0	5.340618609747794	15.93	1630.0
21	4.18	5.682505721894112	16.825	1260.0
22	17.82	4.13955645165307	11.665000000000001	1350.0
23	0.0	3.0071840716372886	6.675	1580.0
24	0.0	3.834336989364679	10.45	1450.0
25	6.01	4.642141006673848	13.45	1200.0
26	0.0	4.401733696936962	12.5	1150.0
27	0.0	3.6522369455635157	9.54	1040.0
28	0.0	3.625508928033026	9.425	933.0
29	0.0	4.302638450492284	12.135000000000002	852.0
30	8.18	3.876980353152707	10.335	835.0
31	0.0	1.9478240734768273	-0.04999999999999982	887.0
32	0.0	2.006606288524438	0.3799999999999999	889.0
33	0.0	2.562754119273015	3.98	819.0
34	0.0	2.9636973214097755	6.035	750.0
35	0.0	3.2203640726709977	7.305000000000001	707.0
36	10.65	3.410465879825018	8.19	837.0
37	0.0	2.879189040341628	5.545	972.0
38	0.0	3.3424558982979615	7.739999999999999	874.0
39	22.22	3.917524917778485	10.215	860.0
40	3.8	2.728636546545444	4.65	1320.0
41	0.0	2.403764409315794	2.6399999999999997	1320.0
42	0.0	2.709349867334958	4.41	1110.0
43	0.0	3.160839321936018	6.745	946.0
44	0.0	3.7549509642470498	9.41	789.0
45	0.0	4.892216916004319	13.48	713.0
46	5.49	4.603642083478401	12.5	681.0
47	1.85	2.3563811005699336	2.205	719.0
48	0.0	2.6356360754216226	3.735	713.0
49	0.0	3.772837591754276	9.209999999999999	658.0
50	0.0	5.862785582565645	16.3	621.0
51	0.0	7.002981220430822	19.145	600.0
52	11.98	7.270887911570327	19.77	614.0
53	0.0	7.552957967468641	20.42	989.0
54	0.0	7.05127941715455	19.23	1150.0
55	0.0	5.58318855523934	15.21	918.0
56	0.0	3.5948125755840032	8.19	713.0
57	0.0	3.466860397935712	7.63	605.0
58	0.0	4.81586657676847	12.669999999999998	552.0
59	0.0	5.852408472086853	15.844999999999999	520.0
60	20.97	4.735572577563012	12.399999999999999	705.0
61	0.0	2.1551026231507775	0.2749999999999999	1120.0
62	0.0	2.1835508786325786	0.46499999999999986	996.0
63	0.0	3.337384325732056	6.785	791.0
64	8.44	6.093717350671678	16.235	746.0
65	0.0	5.468161218692627	14.455	765.0
66	13.02	6.020475872129362	16.035	701.0
67	31.34	8.403759968818479	21.53	1330.0
68	5.34	8.187294041124204	21.08	2760.0
69	7.26	8.263702178782143	21.240000000000002	3960.0
70	0.0	7.640234894324209	19.755	4110.0
71	6.43	7.475802061432315	19.384999999999998	3340.0
72	1.97	7.871997464457035	20.265	1940.0
73	0.0	5.462169052120352	14.035	1350.0
74	0.0	5.487416687291022	14.11	1010.0
75	0.0	6.300977811906971	16.38	835.0
76	58.13	6.755747281417356	17.405	1350.0
77	41.8	4.731999036518319	11.595	4090.0
78	1.6	4.791717567863337	11.795	5590.0
79	4.27	6.216516723648079	15.89	6320.0
80	14.1	6.336130252456828	16.205	4660.0
81	0.0	5.005564574295834	12.364999999999998	3100.0
82	0.0	5.847992565507445	14.754999999999999	1980.0
83	12.62	7.423607476328427	18.72	1500.0
84	0.0	6.053071026440026	15.32	1500.0
85	30.18	5.806675753804806	14.510000000000002	1760.0
86	10.46	5.396453813233929	13.32	2630.0
87	64.56	6.638554487839032	16.715	4110.0
88	12.08	6.820745252861139	17.035	6820.0
89	56.6	6.521594439860784	16.29	10200.0
90	0.0	5.964472647104475	14.82	9720.0
91	0.0	6.7046428449016195	16.619999999999997	8550.0
92	34.2	7.369452317676562	18.2	7050.0
93	18.66	7.074546672050607	17.515	6100.0
94	2.92	7.807888395329342	19.045	5870.0
95	0.0	5.980353517526158	14.61	5540.0
96	0.0	6.514291831972171	16.015	4170.0
97	8.8	7.368795816242411	17.94	2800.0
98	9.6	8.7563597024403	20.87	2090.0
99	0.37	7.360019593864107	17.92	2100.0
100	0.0	6.97290592445356	16.89	2450.0
101	10.72	7.400745965260781	17.884999999999998	2880.0
102	79.78	7.538595227993812	18.195	4070.0
103	90.28	7.185600692780322	17.265	7950.0
104	17.61	5.434811914275511	12.69	14500.0
105	0.0	5.647910035471152	13.31	14300.0
106	0.0	6.243815702127494	14.835	10500.0
107	0.0	7.004454528401733	16.715	6750.0
108	5.5	7.108381621977078	16.96	4300.0
109	1.35	6.640241955571745	15.82	2900.0
110	0.0	7.293657941594438	17.265	2420.0
111	0.0	8.173059877096051	19.18	2080.0
112	0.0	9.501652951410994	21.76	1710.0
113	0.0	9.977458872181874	22.48	1420.0
114	0.0	9.074715589716067	20.84	1220.0
115	0.0	9.649734538914911	21.9	1100.0
116	55.73	10.030626074351064	22.445	1580.0
117	0.0	8.09562742714977	18.77	2580.0
118	0.0	6.5196794806532505	15.165	3740.0
119	0.0	7.899263920260436	18.345	4440.0
120	0.0	8.89398023050813	20.244999999999997	3590.0
121	0.88	9.819928005134619	21.95	1820.0
122	0.0	9.370169963109966	21.14	1370.0
123	15.92	9.605706976069374	21.490000000000002	1910.0
124	0.0	8.927042953286879	20.185000000000002	1680.0
125	0.0	8.776667099193547	19.895	1210.0
126	0.0	9.997145243266917	22.134999999999998	974.0
127	0.0	10.69423684544432	23.185	862.0
128	9.37	10.724822111680377	23.235	848.0
129	4.48	9.4729061120589	21.08	821.0
130	0.0	8.443320041928848	19.115	803.0
131	0.0	10.520865751421118	22.775	751.0
132	0.0	11.748223772379381	24.715	705.0
133	0.0	11.794719261151892	24.785	666.0
134	0.29	11.524624561854289	24.375	640.0
135	5.11	10.930235459923306	23.365000000000002	647.0
136	37.76	10.204082841234362	22.119999999999997	1010.0
137	110.26	9.658573913237174	21.17	5480.0
138	2.97	10.474620760612808	22.575	8500.0
139	42.52	10.589906793743504	22.765	9520.0
140	62.07	10.364759567744414	22.285	9720.0
141	0.0	10.380016715180346	22.295	11600.0
142	4.26	10.898466117299943	23.145000000000003	10400.0
143	6.05	11.641884407280363	24.305	7690.0
144	0.0	11.777701577021784	24.509999999999998	5230.0
145	0.0	12.399192405435592	25.345	3260.0
146	0.0	12.295900373421933	25.15	1840.0
147	0.0	12.720509019958682	25.755	1350.0
148	0.0	12.982725508771534	26.119999999999997	1140.0
149	0.0	12.540029697004286	25.5	1000.0
150	0.0	11.733245440849442	24.32	910.0
151	0.0	11.992973708808025	24.68	841.0
152	0.0	12.033433802538692	24.66	785.0
153	0.0	12.367376533159131	25.130000000000003	734.0
154	0.0	12.552939112697784	25.395	692.0
155	0.0	13.208497989203781	26.305	656.0
156	0.0	13.793611185724696	27.085	627.0
157	0.0	13.812727121783016	27.11	598.0
158	0.0	14.452470847425372	27.93	573.0
159	0.0	15.130585617507231	28.765	550.0
160	5.38	13.31005322677097	26.415	533.0
161	0.0	10.353774625705189	21.96	542.0
162	0.0	11.386962196396807	23.565	532.0
163	0.0	12.470188349213013	25.155	505.0
164	0.0	12.494758350180321	25.19	480.0
165	0.0	13.221941870750067	26.200000000000003	460.0
166	0.0	13.896430334470903	27.095	443.0
167	0.0	13.403720186231768	26.445	430.0
168	0.0	13.95426986340865	27.17	419.0
169	0.02	15.39740854458586	28.96	410.0
170	2.79	14.990181026103125	28.47	403.0
171	0.93	14.058902124677582	27.305	414.0
172	0.0	14.30961416703727	27.625	428.0
173	0.0	14.349132581306952	27.674999999999997	420.0
174	9.01	14.144655482820692	27.415	483.0
175	4.07	13.119022880283342	26.060000000000002	578.0
176	2.06	14.113420623453404	27.375	575.0
177	7.47	15.060152609465908	28.555	614.0
178	0.0	14.717119878805057	28.134999999999998	618.0
179	0.0	15.536654794706601	29.125	580.0
180	2.29	15.425966150259896	29.01	620.0
181	0.0	16.357539979050188	30.119999999999997	600.0
182	0.0	16.65045585264687	30.5	550.0
183	0.03	16.367688695843412	30.200000000000003	500.0
184	0.0	14.969299071431157	28.57	450.0
185	0.0	15.100956150802842	28.730000000000004	400.0
186	0.0	15.578090216357909	29.3	357.0
187	0.0	16.216770000332016	30.04	347.0
188	6.91	16.322425759701623	30.159999999999997	340.0
189	17.33	15.100956150802842	28.73	369.0
190	0.0	15.595063843758156	29.32	480.0
191	0.0	15.627037962779493	29.405	478.0
192	0.0	16.214981602018874	30.165	403.0
193	0.0	16.55045010171479	30.545	359.0
194	0.0	17.13482162808928	31.19	334.0
195	0.0	17.746248804555197	31.845	318.0
196	0.0	18.283713046725662	32.405	306.0
