N	P	E	T	Q
0	0.0	0	5.72	590.0
1	0.0	2.2098984010057805	7.695	570.0
2	3.66	2.400552556227946	8.950000000000001	550.0
3	5.64	2.207453154016442	7.65	520.0
4	0.0	1.8626500845886116	5.0600000000000005	510.0
5	0.0	2.146629494033414	7.22	500.0
6	0.0	2.965436591212402	12.29	520.0
7	2.1	2.6098298152879305	10.26	600.0
8	9.77	1.933645296054321	5.615	800.0
9	0.0	2.4530123456310737	9.219999999999999	900.0
10	19.2	3.56977985706202	15.149999999999999	1200.0
11	0.0	3.5020405892859765	14.83	1100.0
12	0.0	2.0763698503081884	6.5649999999999995	800.0
13	0.0	2.9648437051419907	12.135	650.0
14	0.0	3.1767474015699335	13.245	600.0
15	0.0	3.727729911961837	15.830000000000002	540.0
16	5.51	4.29378726702595	18.060000000000002	500.0
17	0.35	3.999068476086688	16.865	540.0
18	0.0	3.3103766627044924	13.76	480.0
19	0.0	3.753482541788483	15.815	450.0
20	2.75	3.613861446817644	15.18	470.0
21	27.03	3.5206974433409224	14.64	1000.0
22	49.74	2.3856441327861697	8.415	2500.0
23	0.0	2.0607850941581476	6.165	3000.0
24	3.64	2.898429362785597	11.475	2700.0
25	5.41	3.009488281262929	12.05	2250.0
26	0.0	2.90145769448974	11.345	2000.0
27	0.0	2.331226300346104	7.915	1600.0
28	0.48	2.3027143848193417	7.7250000000000005	1090.0
29	0.0	2.1600849575440164	6.74	866.0
30	7.5	2.7741508490323414	10.495	810.0
31	0.0	1.237898777519293	-1.6099999999999999	930.0
32	0.0	1.427736323646384	0.43999999999999995	954.0
33	0.0	1.5321197543846647	1.465	763.0
34	0.0	2.1041584411672765	6.0649999999999995	643.0
35	0.0	2.399472797040247	8.08	590.0
36	3.48	2.197908179313673	6.73	551.0
37	0.0	2.3546399878982904	7.765000000000001	526.0
38	1.83	2.2748714343921503	7.12	540.0
39	64.53	2.4226503625174205	8.09	2090.0
40	16.98	1.6231934755986486	2.05	4030.0
41	0.0	1.691459323904308	2.575	4390.0
42	0.0	2.0112185839468477	5.11	5260.0
43	0.0	2.0795156959031966	5.614999999999999	5490.0
44	0.0	2.673900707774188	9.485	3690.0
45	0.0	3.8794142731262964	15.315000000000001	1520.0
46	4.67	3.2498730364843404	12.440000000000001	1130.0
47	3.1	1.5340952904058163	0.9649999999999999	1020.0
48	0.0	1.724795302179428	2.5549999999999997	953.0
49	0.0	2.460347342793265	7.92	880.0
50	0.0	4.507725189769189	17.66	785.0
51	0.0	5.572671047275036	21.17	738.0
52	0.0	5.547086448109037	21.035	706.0
53	0.0	5.370638562896778	20.48	670.0
54	0.0	5.24366825445832	20.06	635.0
55	0.0	3.9778694642976116	15.3	597.0
56	0.0	2.6740419324480937	8.945	561.0
57	0.0	2.3880672958844817	7.195	533.0
58	0.0	3.5134561455254687	13.139999999999999	508.0
59	0.0	4.540377835413514	17.35	581.0
60	42.78	3.024432662638578	10.745000000000001	1670.0
61	0.0	1.45021650884844	-0.4700000000000002	2130.0
62	0.0	1.4649012790505442	-0.3250000000000002	2060.0
63	0.0	2.1812761398922715	5.555	1700.0
64	4.27	3.6761142133684945	13.6	1040.0
65	0.0	3.318865641757	11.955	843.0
66	2.76	3.9056044171418405	14.584999999999999	804.0
67	0.0	6.036205054934434	21.765	740.0
68	0.0	5.069444405005314	18.78	722.0
69	0.0	5.158613887137075	19.075	709.0
70	0.0	6.010890047425631	21.55	641.0
71	0.49	5.013847027915251	18.455	589.0
72	0.0	5.484027328711381	19.975	556.0
73	0.0	3.550380988654317	12.64	538.0
74	0.0	3.6611960758580766	13.135	524.0
75	0.0	4.518900098986167	16.58	489.0
76	32.24	5.43336806649387	19.54	607.0
77	5.57	3.343533291788789	11.55	1040.0
