N	P	E	T	Q
0	0.0	0	-12.024999999999999	165.0
1	0.0	0.6186403034073193	-7.5649999999999995	150.0
2	0.0	0.4296303563200348	-12.43	140.0
3	0.0	0.30436692941729127	-16.865	135.0
4	0.0	0.3417159884237153	-15.445	130.0
5	0.0	0.35134535397390704	-15.094999999999999	130.0
6	0.0	0.41528641074102246	-12.965	125.0
7	4.85	0.5760075189506316	-8.719999999999999	125.0
8	0.62	0.5278275830659923	-9.975	120.0
9	0.0	0.37496320151297124	-14.41	120.0
10	1.88	0.5568686479605152	-9.270000000000001	170.0
11	19.36	0.9206437262887298	-2.38	570.0
12	0.0	0.49964478405381074	-10.84	450.0
13	0.28	0.5547240088823272	-9.465	370.0
14	10.2	0.9269087575999286	-2.43	300.0
15	0.0	0.7292365221612125	-5.864999999999999	250.0
16	0.0	0.7275565794338474	-5.95	220.0
17	0.0	0.8070332175379654	-4.52	190.0
18	0.02	0.9951108797420003	-1.67	170.0
19	0.62	0.7417587720038672	-5.83	155.0
20	0.87	0.4603622906182213	-12.190000000000001	145.0
21	0.74	0.3555658838502192	-15.57	130.0
22	5.8	0.5549694400135528	-9.879999999999999	125.0
23	0.87	0.40950628704398273	-13.83	115.0
24	0.0	0.22924471553028708	-21.11	110.0
25	0.46	0.340347031567217	-16.294999999999998	100.0
26	0.28	0.41803764762012446	-13.705	94.0
27	0.23	0.5317564712741812	-10.715	89.0
28	0.29	0.40671167561338045	-14.18	83.0
29	0.0	0.30589103914610855	-17.865000000000002	78.0
30	0.0	0.24940789862294374	-20.35	73.0
31	0.0	0.27250044770643783	-19.32	69.0
32	0.39	0.3085932809129518	-17.884999999999998	66.0
33	0.35	0.2805422523514334	-19.049999999999997	63.0
34	0.0	0.3118061119546184	-17.880000000000003	60.0
35	0.0	0.4127805283469277	-14.375	57.0
36	0.0	0.4069610655262808	-14.68	55.0
37	0.0	0.5238378237734932	-11.435	53.0
38	0.0	0.5715671044639969	-10.42	51.0
39	0.0	0.4895804006670888	-12.440000000000001	49.0
40	0.0	0.4476616219066985	-13.71	48.0
41	0.03	0.4796165882784736	-12.83	46.0
42	4.52	0.6167566820604907	-9.645	44.0
43	2.56	0.6410710762074014	-9.155000000000001	43.0
44	0.85	0.5421662197935642	-11.465	42.0
45	2.47	0.5837623674045839	-10.52	40.0
46	6.22	0.48517704579353005	-13.025	39.0
47	5.57	0.4285986666402498	-14.63	39.0
48	0.25	0.40076351766510604	-15.59	38.0
