N	P	E	T	Q
21916	0	2.525481068	-0.083123451	33.06555771
21917	0	3.695613328	3.495032773	32.01012757
21918	0	4.096031634	6.320647321	30.64625912
21919	0	4.551565758	3.197574981	28.83887047
21920	0	3.487794628	-1.209946846	25.01181413
21921	0	2.68133355	-1.301926407	23.32649548
21922	0	3.598558882	2.221670389	23.58620583
21923	0	1.339154925	1.292270239	23.69257963
21924	0	1.714634208	1.743837559	21.50963293
21925	0	2.978018022	3.167631003	24.29070592
21926	0	2.630281157	0.492628627	21.84327346
21927	0	2.375035899	1.04641301	21.24381307
21928	0	2.456018829	1.428138385	20.49998806
21929	1.493447105	0.516708878	-0.974647094	22.9207632
21930	1.869908488	0.687021111	-1.190694838	26.14986958
21931	0	1.453590369	-0.399572795	31.00274542
21932	-0.041740121	1.546410664	-0.038445261	37.32431635
21933	0.141601875	0.393088267	-1.271281852	35.40463825
21934	0.274906389	1.223754934	-0.847108912	38.63574191
21935	0	0.920022828	0.736149226	40.31697131
21936	0.240401155	0.240437681	-2.313825007	38.97817896
21937	0.140745249	0.541977887	-6.055813257	34.08304753
21938	0.060556424	1.736210636	-5.903647878	36.97927186
21939	0	1.739023402	-4.311296706	35.03728414
21940	0	2.600164401	-1.866155878	32.08599506
21941	0	2.269893859	-1.186161629	38.23827305
21942	0	2.904542874	-1.809495004	38.77705366
21943	0	2.26716476	-2.269636549	38.82123933
21944	0	2.203753008	-1.620126852	39.88797115
21945	-0.049625248	2.306665958	0.952580944	38.63944384
21946	0	2.01749275	0.237191624	36.724493
21947	0.004512302	1.27043506	0.407392699	35.44864854
21948	0.006379684	2.402476341	1.537747703	34.22440998
21949	0	2.132013116	2.645007689	32.25054616
21950	0	5.258097955	4.506749197	32.35235164
21951	0	4.676482923	5.240410332	29.19560197
21952	0	5.925203708	8.859473	27.66283512
21953	0	2.614619	7.042403367	26.86354256
21954	0	5.34583965	8.479943173	24.05249059
21955	0	4.138080056	6.047542584	22.39236819
21956	0	3.461846073	4.506726729	18.72263383
21957	0	4.423849977	4.929336482	18.41262186
21958	0	3.142918656	1.402645637	14.06260031
21959	0	4.081657913	6.165762101	15.66783247
21960	3.371721111	1.966892293	2.847845295	12.3392171
21961	2.127369049	1.352821166	1.349221727	16.28403589
21962	-0.046023406	2.09194726	3.734042144	15.67245502
21963	0	2.305925926	3.28378274	16.14039995
21964	0	3.802424089	2.033029803	17.99074656
21965	0	3.688216092	3.584335826	17.33420592
21966	0	6.694999913	5.907314057	16.60266436
21967	0	4.453699591	3.453031216	13.40574476
21968	0	4.723729416	5.549628616	13.9753596
21969	0	5.324252347	8.909042125	16.77267866
21970	0	5.889969014	12.02794988	13.36696733
21971	0	7.184158696	7.575717124	17.32282767
21972	1.016738385	3.357566271	2.099444179	16.26883801
21973	-0.069824276	3.549806661	3.580177429	15.2836258
21974	0.001665214	3.908780588	6.540454229	15.16015889
21975	0	4.068310091	8.004825142	18.74367705
21976	0	4.434592974	7.737846501	15.6706694
21977	0.631790756	3.321073029	4.685389908	13.17596869
21978	0.137936937	2.627989551	4.026554007	13.32371984
21979	-0.026071551	3.741733592	5.444514116	10.74162796
21980	0	5.792885532	9.86684562	12.19415092
21981	2.541148654	2.698666548	9.90348033	10.70305726
21982	1.74615082	1.328016104	7.734640557	12.04036617
21983	1.163874883	0.98932934	8.069935859	15.68182027
21984	0.479563227	4.162170647	9.228514831	16.57876663
21985	-0.02627735	4.128537788	10.73800019	15.97218904
21986	0.119921585	4.913291855	12.95989256	17.92517426
21987	-0.013855913	7.081914051	6.427959145	17.4264599
21988	16.12686512	1.224939037	-0.809198705	22.81452646
21989	0	2.658614835	2.022218009	24.74388829
21990	0.063840209	1.639661603	3.806232059	32.58849382
21991	0.136180016	1.462266531	5.154864321	33.39519742
21992	1.657570609	2.928654411	5.697407254	39.48428015
21993	4.132194232	0.84384565	5.016607539	41.93417279
21994	0.399106366	1.109905323	5.956612126	45.41989272
21995	0	5.339845151	9.949237984	48.00260002
21996	0	5.162300314	8.302399062	47.86678816
21997	0	4.529161357	9.331338465	44.34927201
21998	5.751756091	1.459863082	6.972267355	44.90070546
21999	14.43420168	0.783792255	1.698737772	51.79696312
22000	0.113243811	3.730887201	4.840800333	66.30099993
22001	0	4.813370978	9.450168568	72.71453663
22002	0	7.657743681	13.07417278	73.86806329
22003	0	5.669246347	13.05614443	80.92079003
22004	0	3.948416366	12.84336094	84.70605112
22005	9.490681933	1.815340892	8.033160453	83.65457093
22006	0	4.590654166	5.798861086	82.70068522
22007	0	3.828517314	6.038983741	77.98279858
22008	0	2.651103427	8.770283829	71.76617475
22009	0	5.310486059	11.06658691	67.98436017
22010	-0.080511151	7.484508233	10.5384947	64.44538405
22011	0	6.319788942	12.89667315	59.27976769
22012	0	6.411688077	15.67242378	54.69962591
22013	0.455189527	6.212203197	12.76637217	52.75469555
