N	P	E	T	Q
0	0.0	0	-8.515	100.0
1	0.0	0.8546411141305247	-7.135	98.0
2	0.0	0.8941775271343921	-6.5200000000000005	95.0
3	0.0	0.4915944497686583	-14.43	94.0
4	0.0	0.5541952951206092	-13.0	90.0
5	0.0	0.5065505236602815	-14.15	88.0
6	0.0	0.6502391615711153	-10.924999999999999	86.0
7	3.58	0.9608687512298564	-5.6850000000000005	84.0
8	0.0	0.8274554087674613	-7.76	82.0
9	0.0	0.6151669470759874	-11.79	80.0
10	0.0	0.6966731654832113	-10.16	120.0
11	12.02	1.5698586748173495	1.1099999999999999	600.0
12	0.0	0.7580904446702418	-9.04	150.0
13	0.0	0.8952604407843111	-6.945	130.0
14	3.18	1.4030680160110187	-0.6699999999999999	120.0
15	0.0	1.1172287633112175	-3.8949999999999996	115.0
16	0.0	1.0717845973926516	-4.62	105.0
17	0.0	1.0522364109013929	-4.875	95.0
18	0.0	1.547847369076855	0.595	87.0
19	0.0	1.2806000265026578	-2.25	80.0
20	0.0	0.7607643533192077	-9.415	74.0
21	0.0	0.5640586999972349	-13.32	67.0
22	4.01	0.6785486568414231	-11.059999999999999	62.0
23	1.28	0.7686889819996158	-9.415000000000001	57.0
24	0.0	0.4756306866741427	-15.614999999999998	53.0
25	0.0	0.5984197426697903	-12.825	49.0
26	0.0	0.82247610439919	-8.649999999999999	46.0
27	0.0	0.8524967015256361	-8.17	43.0
28	0.0	0.7586471577551511	-9.86	40.0
29	0.0	0.5646714750470665	-13.7	37.0
30	0.0	0.5009869786738669	-15.345	34.0
31	0.0	0.528709645454491	-14.665	32.0
32	0.0	0.4686692494663901	-16.215	30.0
33	0.0	0.5233404346030116	-14.919999999999998	29.0
34	0.0	0.5450588322739331	-14.405	27.0
35	0.0	0.5979117029942879	-13.350000000000001	25.0
36	0.0	0.6061231450131797	-13.174999999999999	24.0
37	0.0	0.8329721199045509	-9.145	23.0
38	0.0	0.8248770381278212	-9.275	22.0
39	0.0	0.7933565634648404	-9.92	21.0
40	0.0	0.7644402890515324	-10.41	20.0
41	0.0	0.7280836979139814	-11.174999999999999	19.0
42	0.0	0.8888276928015435	-8.535	19.0
43	0.0	0.9244986201597178	-8.115	18.0
44	0.0	1.0050991545950896	-7.005	18.0
45	0.0	0.9940354846495639	-7.1899999999999995	17.0
46	5.23	0.8833496698212431	-8.870000000000001	17.0
47	9.96	0.7263915591502976	-11.485	17.0
48	0.0	0.6333301130563633	-13.345	16.0
49	0.0	0.9716563424928891	-7.75	16.0
50	0.0	1.3109040574419997	-3.7300000000000004	16.0
51	0.0	1.79084380984745	0.6799999999999997	16.0
52	0.0	0.9060776951992661	-8.9	16.0
53	6.8	0.8981263089564666	-9.120000000000001	17.0
54	2.07	1.1202388140607107	-6.155	17.0
55	0.61	1.2576677030870496	-4.685	18.0
56	0.0	1.0627736729009474	-6.995	17.0
57	0.0	0.5349641233308409	-16.055	17.0
58	1.0	0.5390424712126342	-15.96	16.0
59	0.0	0.6227666324329129	-14.25	16.0
60	0.0	0.4914337036493307	-17.22	16.0
61	0.0	0.48110884355023154	-17.59	15.0
62	0.0	0.5525404787612668	-15.87	15.0
63	0.0	0.7732256490961656	-11.69	14.0
64	0.0	1.3377652620853355	-4.315	14.0
65	4.7	1.5815074937709988	-2.085	14.0
66	4.45	1.2184211236566405	-5.7250000000000005	15.0
67	12.31	1.6556185627792626	-1.5549999999999997	15.0
68	8.83	1.4944447637492744	-3.005	15.0
69	0.0	1.3194943454371921	-4.859999999999999	16.0
70	20.15	1.235628160182575	-5.88	16.0
71	4.86	0.9877081915692478	-8.91	17.0
72	0.0	0.6566006282371952	-14.335	17.0
73	22.33	0.864713312940452	-10.780000000000001	18.0
74	9.37	1.2834998383307452	-5.585	19.0
75	0.0	0.8889457775985691	-10.525	20.0
76	0.0	1.2646731032746608	-5.9	42.0
77	17.83	1.7636804394040446	-1.245	100.0
78	5.66	1.7798878494973263	-1.2299999999999995	290.0
79	0.0	1.5339712432814292	-3.335	200.0
80	0.0	2.135482038861601	1.2850000000000001	150.0
81	0.77	1.871559078625995	-0.74	130.0
82	0.0	2.271803085227221	2.075	115.0
83	0.0	2.131320392883551	1.025	100.0
84	0.0	2.5053296012727704	3.405	98.0
85	1.37	1.9671688586790792	-0.2500000000000001	94.0
86	1.01	2.0161549344890024	0.10499999999999998	100.0
87	0.0	2.076609589985143	0.41999999999999993	105.0
88	0.0	2.6804500683462655	4.18	120.0
89	4.4	2.803001680916368	4.735	390.0
90	0.0	1.95805183232232	-0.5400000000000003	290.0
91	0.0	2.020970740042421	-0.19499999999999984	220.0
92	0.0	2.3864660650876868	2.115	195.0
93	0.0	2.4587970569852	2.555	180.0
94	0.0	2.621928540943847	3.3950000000000005	220.0
95	9.5	2.2744882892504577	1.3000000000000003	205.0
96	0.0	2.2135411012610207	0.7950000000000002	185.0
97	0.0	2.0043011611221253	-0.6399999999999997	170.0
98	0.0	2.5472228985013103	2.745	155.0
99	1.47	2.4208618384309424	1.9949999999999999	179.0
100	32.94	2.4730280562227867	2.1999999999999997	3890.0
101	18.12	2.829677003523697	4.199999999999999	1250.0
102	0.1	3.0901322452220534	5.415	637.0
103	4.65	3.5309607328855046	7.449999999999999	874.0
104	0.0	2.9430111092474114	4.57	483.0
105	10.88	3.171808440327842	5.7	1480.0
106	6.39	3.238231261932472	5.905	610.0
107	0.0	2.198638615632286	0.15000000000000036	267.0
108	0.0	2.3007549809097516	0.7199999999999998	199.0
109	0.0	2.478411064706937	1.7299999999999998	185.0
110	0.0	3.138554347499934	5.215	264.0
111	4.82	4.139247862024375	9.39	384.0
112	4.47	2.597963531517249	2.29	215.0
113	6.05	2.500802095390542	1.655	226.0
114	0.0	3.007263761775215	4.36	300.0
115	0.0	3.9075948367639692	8.275	333.0
116	8.19	4.405888054287923	10.12	491.0
117	2.74	3.338404663244829	5.8149999999999995	354.0
118	5.24	3.5472461777788653	6.6499999999999995	425.0
119	11.52	3.2803191815372266	5.46	749.0
120	17.11	3.141714146058848	4.705	895.0
121	0.0	4.810047226312414	11.29	466.0
122	2.79	4.225105142776734	9.14	568.0
123	0.0	4.261778608370916	9.275	371.0
124	0.0	5.380401881810493	12.865	298.0
125	0.0	3.0212284060358026	3.9149999999999996	218.0
126	4.21	3.806687128386956	7.3149999999999995	220.0
127	8.54	4.46984632282579	9.81	287.0
128	3.34	3.297675731075279	5.055	344.0
129	5.45	3.5559152282765383	6.17	253.0
130	0.0	3.239611978489279	4.76	198.0
131	0.0	3.455755454763464	5.635	173.0
132	1.65	5.096554087124962	11.675	189.0
133	0.0	5.811522524344161	13.68	174.0
134	1.0	5.212921899967667	11.93	159.0
135	0.0	3.7637255485445102	6.835	140.0
136	0.0	4.013039226197271	7.72	126.0
137	0.0	4.563596381205465	9.72	117.0
138	0.0	6.045791539967221	14.215	114.0
139	8.94	5.25512732117754	11.85	335.0
140	0.0	5.2881273419798935	11.950000000000001	213.0
141	0.0	5.654698096286224	13.01	154.0
142	0.0	5.972267295376126	13.805	132.0
143	0.0	7.532207620287234	17.63	117.0
144	0.0	6.767261461685088	15.850000000000001	106.0
145	0.0	6.170018756598476	14.23	96.0
146	0.0	4.912764922462032	10.575	84.0
147	0.0	4.514030765284989	9.245	78.0
148	0.0	4.027937718072502	7.38	72.0
149	0.0	4.638315301897674	9.57	67.0
150	0.0	4.9348759053317055	10.545	62.0
151	0.0	6.724807349957349	15.535	58.0
152	0.89	6.982903899849776	16.08	59.0
153	3.13	6.199404908969183	14.100000000000001	60.0
154	6.38	5.1386283616526995	11.085	78.0
155	8.42	5.251419158860661	11.43	98.0
156	3.0	5.253069479132755	11.435	94.0
157	0.0	4.720867099962573	9.675	75.0
158	0.0	6.198483682462014	13.995	60.0
159	4.72	6.532087748034244	14.85	57.0
160	4.1	4.124675371433135	7.550000000000001	61.0
161	1.05	3.4169067585289326	4.6850000000000005	55.0
162	0.0	3.845434083795543	6.475	51.0
163	0.0	3.7829061340373884	6.225	48.0
164	0.0	4.738012924633361	9.690000000000001	44.0
165	0.0	6.600156844634352	14.945	40.0
166	0.0	7.957892433634243	18.02	38.0
167	6.12	6.966532848843064	15.805	43.0
168	0.0	4.746591902662175	9.635	41.0
169	0.0	5.287889822355348	11.34	35.0
170	0.0	5.691406297751159	12.515	32.0
171	0.0	4.918805676519521	10.195	35.0
172	22.35	5.25141796967238	11.23	213.0
173	5.28	5.645486436341135	12.385	120.0
174	0.0	6.653919777007196	15.05	67.0
175	0.0	7.854479671182447	17.8	52.0
176	0.0	9.272951582886215	20.615000000000002	43.0
177	0.0	9.67470063987237	21.345	37.0
178	0.77	9.856210292703631	21.695	32.0
179	0.0	6.792156737027095	15.475	29.0
180	0.0	5.43254786066221	11.87	27.0
181	0.0	6.760975208133364	15.415000000000001	28.0
182	14.04	5.7838850975554	12.875	56.0
183	3.19	6.640616238272052	15.120000000000001	48.0
184	5.05	6.570097219181747	14.945	45.0
185	0.0	7.953239143253355	18.115000000000002	34.0
186	0.0	8.127477368579834	18.57	28.0
187	4.73	7.395944212070677	17.005	27.0
188	0.0	5.669454157767163	12.655000000000001	24.0
189	0.0	6.222307771640763	14.16	23.0
190	8.13	5.846387885221082	13.15	30.0
191	0.0	5.743327271863785	12.950000000000001	25.0
192	0.0	7.228668208817764	16.73	23.0
193	8.32	6.6092323420306895	15.25	30.0
194	2.25	4.985082721150361	10.705	32.0
195	0.0	6.468174128387578	14.985	24.0
196	0.0	8.539542331631576	19.64	21.0
197	1.89	9.545804945297824	21.55	20.0
198	2.64	9.072521622716941	20.675	19.0
199	1.45	8.287355421837583	19.240000000000002	19.0
200	0.0	7.469448701574276	17.490000000000002	16.0
201	0.0	8.791152141946714	20.245	15.0
202	5.91	10.222942287707241	22.965000000000003	15.0
203	11.38	9.442525041489725	21.585	17.0
204	12.83	8.524373681233286	19.83	21.0
205	5.8	7.294074515444644	17.31	21.0
206	0.0	6.80851339630625	16.165	17.0
207	0.0	7.975218726031858	18.84	15.0
208	3.15	8.40406512666994	19.81	15.0
209	1.29	8.460951803948833	19.925	16.0
210	0.0	8.260984132205415	19.630000000000003	17.0
211	10.4	8.383139705192008	19.88	29.0
212	4.01	8.070800972384541	19.265	37.0
213	0.0	7.403195277556434	17.89	32.0
214	17.0	8.165363866951056	19.545	62.0
215	9.26	8.862033916150551	21.060000000000002	33.0
216	3.48	7.600613801658179	18.445	26.0
